url,class,protocol, Domain Name,Registrar,Updated Date,Creation Date,Registry Expiry Date,Registrant Organization,Country
macys.com,https,benign,MACYS.COM,"Network Solutions, LLC",2017-04-06,1994-02-07,2025-02-08,"Macy's Systems and Technology, Inc.",US
thesaurus.com,https,benign,THESAURUS.COM,"CSC CORPORATE DOMAINS, INC.",2022-05-25,1995-05-30,2023-05-29,"Dictionary.com, LLC",US
clickpost.jp,https,benign,CLICKPOST.JP,,,,,,
kapanlagi.com,https,benign,KAPANLAGI.COM,Google LLC,2022-02-09,2003-02-25,2024-02-25,Contact Privacy Inc. Customer 7151571251,CA
kooora.com,https,benign,KOOORA.COM,"Register.com, Inc.",2021-10-01,2002-09-01,2026-09-01,,US
ribunews.com,https,benign,RIBUNEWS.COM,DANESCO TRADING LTD,2022-09-18,2020-09-18,2023-09-18,DANESCO TRADING LTD.,Cyprus
arzdigital.com,https,benign,ARZDIGITAL.COM,1API GmbH,2021-05-31,2017-07-03,2030-07-03,Registrant of arzdigital.com,GB
expedia.com,https,benign,EXPEDIA.COM,"CSC CORPORATE DOMAINS, INC.",2022-08-10,1995-11-25,2026-10-12,"Expedia, Inc",US
51sole.com,https,benign,51SOLE.COM,JIANGSU BANGNING SCIENCE & TECHNOLOGY CO. LTD,2019-11-11,2007-08-18,2023-08-18,,CN
creditkarma.com,https,benign,CREDITKARMA.COM,"CSC CORPORATE DOMAINS, INC.",2022-08-26,2005-08-30,2023-08-30,"Credit Karma, Inc.",US
kuronekoyamato.co.jp,https,benign,,,,,,,
rottentomatoes.com,https,benign,ROTTENTOMATOES.COM,"MarkMonitor, Inc.",2021-10-06,1999-05-14,2023-05-14,"Fandango Media, LLC",US
aajtak.in,https,benign,aajtak.in,MPS Infotecnics Limited,2020-06-03,2005-01-06,2028-01-06,,IN
schwab.com,https,benign,SCHWAB.COM,"MarkMonitor, Inc.",2022-10-07,1993-04-07,2023-04-08,"Charles Schwab & Co., Inc.",US
abs-cbn.com,https,benign,ABS-CBN.COM,"GoDaddy.com, LLC",2022-10-17,1996-01-18,2031-06-09,"Domains By Proxy, LLC",US
indianexpress.com,https,benign,INDIANEXPRESS.COM,"GoDaddy.com, LLC",2022-10-15,2002-05-20,2024-05-20,"Domains By Proxy, LLC",US
olx.ua,https,benign,olx.ua,"ТОВ ""Геонiк Нет""",2022-01-17,2013-02-27,2023-02-27,,
mehrnews.com,https,benign,MEHRNEWS.COM,"TUCOWS, INC.",2019-08-19,2002-11-05,2025-11-05,,CA
mathrubhumi.com,https,benign,MATHRUBHUMI.COM,PDR Ltd. d/b/a PublicDomainRegistry.com,2021-08-06,1997-09-05,2026-09-04,Mathrubhumi Printing and Publishing Co Ltd,IN
uptodown.com,https,benign,UPTODOWN.COM,"Interdominios, Inc.",2017-06-26,2002-12-20,2027-06-24,GDPR Masked,ES
academia.edu,https,benign,ACADEMIA.EDU,,,,,,
toutiao.com,https,benign,TOUTIAO.COM,"eName Technology Co.,Ltd.",2022-05-18,2004-02-16,2027-02-16,,CN
youku.com,https,benign,YOUKU.COM,"Alibaba Cloud Computing (Beijing) Co., Ltd.",2022-07-05,2003-12-22,2023-12-22,,
akamaized.net,https,benign,AKAMAIZED.NET,"MarkMonitor, Inc.",2022-04-11,2014-03-18,2025-03-18,"Akamai Technologies, Inc.",US
