"Indicator type","Indicator","Description"
"IPv4","82.168.32.82",""
"IPv4","82.165.77.33",""
"IPv4","82.165.70.65",""
"IPv4","82.165.67.222",""
"IPv4","82.165.243.187",""
"IPv4","82.165.206.196",""
"IPv4","82.165.20.161",""
"IPv4","82.165.185.89",""
"IPv4","82.165.179.45",""
"IPv4","82.165.169.47",""
"IPv4","82.165.167.46",""
"IPv4","82.165.116.173",""
"IPv4","82.165.113.235",""
"IPv4","82.165.111.170",""
"IPv4","82.165.107.33",""
"IPv4","82.165.101.234",""
"IPv4","82.149.227.236",""
"IPv4","82.149.227.126",""
"IPv4","82.149.227.124",""
"IPv4","82.149.227.123",""
"IPv4","82.128.229.109",""
"IPv4","82.118.242.226",""
"IPv4","82.118.242.147",""
"IPv4","82.118.242.103",""
"IPv4","82.118.23.198",""
"IPv4","82.118.21.168",""
"IPv4","82.116.120.3",""
"IPv4","82.103.140.87",""
"IPv4","81.95.52.68",""
"IPv4","81.95.11.117",""
"IPv4","81.83.37.138",""
"IPv4","81.7.18.7",""
"IPv4","81.7.16.177",""
"IPv4","81.7.14.253",""
"IPv4","81.7.10.193",""
"IPv4","81.6.46.82",""
"IPv4","81.6.43.252",""
"IPv4","81.4.110.80",""
"IPv4","81.4.109.63",""
"IPv4","81.30.158.121",""
"IPv4","81.251.205.151",""
"IPv4","81.225.229.60",""
"IPv4","81.201.202.126",""
"IPv4","81.197.106.126",""
"IPv4","81.17.60.24",""
"IPv4","81.17.30.48",""
"IPv4","81.169.255.125",""
"IPv4","81.169.240.47",""
"IPv4","81.169.240.172",""
"IPv4","81.169.239.50",""
"IPv4","81.169.222.158",""
"IPv4","81.169.195.229",""
"IPv4","81.169.180.28",""
"IPv4","81.169.173.113",""
"IPv4","81.169.166.81",""
"IPv4","81.169.134.23",""
"IPv4","81.16.33.42",""
"IPv4","81.16.33.41",""
"IPv4","81.16.33.38",""
"IPv4","81.16.19.39",""
"IPv4","81.128.218.125",""
"IPv4","80.92.204.251",""
"IPv4","80.82.78.14",""
"IPv4","80.79.116.50",""
"IPv4","80.78.27.121",""
"IPv4","80.72.43.250",""
"IPv4","80.67.172.162",""
"IPv4","80.67.167.86",""
"IPv4","80.67.167.81",""
"IPv4","80.66.135.13",""
"IPv4","80.66.135.123",""
"IPv4","80.64.218.82",""
"IPv4","80.64.218.61",""
"IPv4","80.64.218.43",""
"IPv4","80.64.218.42",""
"IPv4","80.241.60.207",""
"IPv4","80.241.214.102",""
"IPv4","80.241.213.155",""
"IPv4","80.211.74.173",""
"IPv4","80.211.130.241",""
"IPv4","80.162.238.215",""
"IPv4","80.151.36.96",""
"IPv4","80.147.33.157",""
"IPv4","80.13.139.249",""
"IPv4","80.122.209.186",""
"IPv4","8.42.76.68",""
"IPv4","79.77.182.183",""
"IPv4","79.77.182.182",""
"IPv4","79.172.193.65",""
"IPv4","79.143.183.69",""
"IPv4","79.143.177.192",""
"IPv4","79.141.175.229",""
"IPv4","79.141.174.124",""
"IPv4","79.141.165.172",""
"IPv4","79.137.196.223",""
"IPv4","79.137.194.146",""
"IPv4","79.136.43.234",""
"IPv4","79.136.1.46",""
"IPv4","79.124.7.11",""
"IPv4","79.110.62.244",""
"IPv4","78.94.253.253",""
"IPv4","78.94.213.43",""
"IPv4","78.94.186.133",""
"IPv4","78.94.141.202",""
"IPv4","78.80.47.85",""
"IPv4","78.68.162.163",""
